"CODIGO_POCO","NOME_POCO","NOME_RECURSO","QUANTIDADE_RECURSO"
"P00000240","9-PPT-26D-RJS","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00000240","9-PPT-26D-RJS","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00000240","9-PPT-26D-RJS","MWD 8"" - AT GD","1.5"
"P00000240","9-PPT-26D-RJS","PWD 8"" - AT GD","1.5"
"P00000240","9-PPT-26D-RJS","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00000382","1-BAS-151.","TURBINA 6 3/4""","0.8"
"P00000382","1-BAS-151.","TURBINA 9 1/2""","1"
"P00000384","CHICO MINEIRO","TURBINA 6 3/4""","0.8"
"P00000384","CHICO MINEIRO","TURBINA 9 1/2""","1"
"P00001203","VALE VERDE","TURBINA 6 3/4""","0.8"
"P00001203","VALE VERDE","TURBINA 9 1/2""","1"
"P00001204","GUARANI","TURBINA 4 3/4""","1"
"P00001204","GUARANI","TURBINA 6 3/4""","0.8"
"P00001204","GUARANI","TURBINA 9 1/2""","1"
"P00001470","IGUANA RF MLS","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00001470","IGUANA RF MLS","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00001470","IGUANA RF MLS","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00001470","IGUANA RF MLS","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00001470","IGUANA RF MLS","ESTABILIZADOR 26""","1.5"
"P00001470","IGUANA RF MLS","HOLE OPENER 36""","0.5"
"P00001470","IGUANA RF MLS","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00001470","IGUANA RF MLS","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00001470","IGUANA RF MLS","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00001470","IGUANA RF MLS","MWD 6 3/4"" - AT PD","1.2"
"P00001470","IGUANA RF MLS","MWD 8"" - AT GD","1.5"
"P00001470","IGUANA RF MLS","PWD 6 3/4"" - AT PD","1.2"
"P00001470","IGUANA RF MLS","PWD 8"" - AT GD","1.5"
"P00001470","IGUANA RF MLS","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00001470","IGUANA RF MLS","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00001470","IGUANA RF MLS","ROTARY STEERABLE 6 3/4"" - AT PD","1"
"P00001470","IGUANA RF MLS","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00001470","IGUANA RF MLS","SÔNICO 6 3/4"" - AT PD","0.8"
"P00001470","IGUANA RF MLS","SÔNICO 8"" - AT GD","1"
"P00001470","IGUANA RF MLS","TESTE DE PRESSÃO 6 3/4"" - AT PD","1"
"P00001471","MA.AREAMA-17.","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00001471","MA.AREAMA-17.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00001471","MA.AREAMA-17.","ESTABILIZADOR 26""","1.5"
"P00001471","MA.AREAMA-17.","HOLE OPENER 36""","0.5"
"P00001471","MA.AREAMA-17.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00001471","MA.AREAMA-17.","MWD 8"" - AT GD","1.5"
"P00001471","MA.AREAMA-17.","PWD 8"" - AT GD","1.5"
"P00001471","MA.AREAMA-17.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00001471","MA.AREAMA-17.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00001471","MA.AREAMA-17.","TESTE DE PRESSÃO 8"" - AT GD","1"
"P00001479","1-MAS-37 - GUAJURU","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00001479","1-MAS-37 - GUAJURU","ESTABILIZADOR 28""","1.5"
"P00001479","1-MAS-37 - GUAJURU","HOLE OPENER 42""","0.5"
"P00001479","1-MAS-37 - GUAJURU","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00001479","1-MAS-37 - GUAJURU","MWD 8"" - AT GD","1.5"
"P00001479","1-MAS-37 - GUAJURU","PWD 8"" - AT GD","1.5"
"P00001479","1-MAS-37 - GUAJURU","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00001479","1-MAS-37 - GUAJURU","TURBINA 6 3/4""","0.8"
"P00001479","1-MAS-37 - GUAJURU","TURBINA 9 1/2""","1"
"P00001587","PIL-LLNE.P3.","TURBINA 9 1/2""","1"
"P00001618","LL-CENTRAL.LC-I3.","TURBINA 9 1/2""","1"
"P00001627","LL-ALTO.P4-TA","TURBINA 9 1/2""","1"
"P00001634","LL-ALTO.P6-TA","TURBINA 9 1/2""","1"
"P00001637","LL-ALTO.P10-TA","TURBINA 9 1/2""","1"
"P00001692","SBBG.P4.","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00001692","SBBG.P4.","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00001692","SBBG.P4.","DRILLING JAR 8"" OU 8 1/4""","3"
"P00001692","SBBG.P4.","ESTABILIZADOR 26""","1.5"
"P00001692","SBBG.P4.","HOLE OPENER 42""","0.5"
"P00001692","SBBG.P4.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00001692","SBBG.P4.","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00001692","SBBG.P4.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00001692","SBBG.P4.","MWD 6 3/4"" - AT PD","1.2"
"P00001692","SBBG.P4.","MWD 8"" - AT GD","3"
"P00001692","SBBG.P4.","PWD 6 3/4"" - AT PD","1.2"
"P00001692","SBBG.P4.","PWD 8"" - AT GD","3"
"P00001692","SBBG.P4.","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00001692","SBBG.P4.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","3"
"P00001692","SBBG.P4.","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00001692","SBBG.P4.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00001692","SBBG.P4.","SÔNICO 6 3/4"" - AT PD","0.8"
"P00001692","SBBG.P4.","SÔNICO 8"" - AT GD","1"
"P00001692","SBBG.P4.","TURBINA 6 3/4""","0.8"
"P00001699","BBG.I2.","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00001699","BBG.I2.","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00001699","BBG.I2.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00001699","BBG.I2.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00001699","BBG.I2.","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00001699","BBG.I2.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00001699","BBG.I2.","MWD 6 3/4"" - AT PD","1.2"
"P00001699","BBG.I2.","MWD 8"" - AT GD","1.5"
"P00001699","BBG.I2.","PWD 6 3/4"" - AT PD","1.2"
"P00001699","BBG.I2.","PWD 8"" - AT GD","1.5"
"P00001699","BBG.I2.","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00001699","BBG.I2.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00001699","BBG.I2.","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00001699","BBG.I2.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00001699","BBG.I2.","SÔNICO 6 3/4"" - AT PD","0.8"
"P00001699","BBG.I2.","SÔNICO 8"" - AT GD","1"
"P00001699","BBG.I2.","TURBINA 6 3/4""","0.8"
"P00001704","SBBG.I5.","TURBINA 6 3/4""","0.8"
"P00001705","BBG.P2.","TURBINA 6 3/4""","0.8"
"P00002230","PIL-LLNE.P7.","TURBINA 9 1/2""","1"
"P00002392","EVORA","TURBINA 9 1/2""","1"
"P00002432","BUZ-1.IG1.","TURBINA 6 3/4""","0.8"
"P00002433","BUZ-1.P6.","TURBINA 6 3/4""","0.8"
"P00002439","8-SEP-2-RJS","TURBINA 9 1/2""","1"
"P00002441","BUZ-1.P2.","TURBINA 6 3/4""","0.8"
"P00002442","BUZ-1.P4.","TURBINA 6 3/4""","0.8"
"P00002463","SEP.I3.","TURBINA 6 3/4""","0.8"
"P00002484","BUZ-1.I7.","TURBINA 6 3/4""","0.8"
"P00002671","ALEM-TEJO","TURBINA 9 1/2""","1"
"P00002696","BUZ-4.P6.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00002696","BUZ-4.P6.","ESTABILIZADOR 26""","1.5"
"P00002696","BUZ-4.P6.","HOLE OPENER 42""","0.5"
"P00002696","BUZ-4.P6.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00002696","BUZ-4.P6.","MWD 8"" - AT GD","1.5"
"P00002696","BUZ-4.P6.","PWD 8"" - AT GD","1.5"
"P00002696","BUZ-4.P6.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00002696","BUZ-4.P6.","TURBINA 9 1/2""","1"
"P00002700","BUZ-4.P4.","TURBINA 9 1/2""","1"
"P00002709","BUZ-4.I7.","TURBINA 6 3/4""","0.8"
"P00002715","BUZ-2.P1.","TURBINA 6 3/4""","0.8"
"P00002716","BUZ-2.P3.","TURBINA 6 3/4""","0.8"
"P00003009","LL-N.LN-P4.","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00003009","LL-N.LN-P4.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00003009","LL-N.LN-P4.","ESTABILIZADOR 26""","1.5"
"P00003009","LL-N.LN-P4.","HOLE OPENER 36""","0.5"
"P00003009","LL-N.LN-P4.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00003009","LL-N.LN-P4.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00003009","LL-N.LN-P4.","MWD 8"" - AT GD","1.5"
"P00003009","LL-N.LN-P4.","PWD 8"" - AT GD","1.5"
"P00003009","LL-N.LN-P4.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00003009","LL-N.LN-P4.","RESSONÂNCIA MAGNÉTICA 8"" - AT GD","0.7"
"P00003009","LL-N.LN-P4.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00003009","LL-N.LN-P4.","SÔNICO 8"" - AT GD","1"
"P00003009","LL-N.LN-P4.","TURBINA 9 1/2""","1"
"P00003011","LL-N.LN-I2.","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00003011","LL-N.LN-I2.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00003011","LL-N.LN-I2.","ESTABILIZADOR 26""","1.5"
"P00003011","LL-N.LN-I2.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00003011","LL-N.LN-I2.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00003011","LL-N.LN-I2.","MWD 8"" - AT GD","1.5"
"P00003011","LL-N.LN-I2.","PWD 8"" - AT GD","1.5"
"P00003011","LL-N.LN-I2.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00003011","LL-N.LN-I2.","RESSONÂNCIA MAGNÉTICA 8"" - AT GD","0.7"
"P00003011","LL-N.LN-I2.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00003011","LL-N.LN-I2.","SÔNICO 8"" - AT GD","1"
"P00003011","LL-N.LN-I2.","TURBINA 9 1/2""","1"
"P00003040","BUZ-4.I1.","TURBINA 9 1/2""","1"
"P00003054","SEP.I2.","TURBINA 6 3/4""","0.8"
"P00003095","LL-S.P-LS-7.","TURBINA 6 3/4""","0.8"
"P00003101","LL-S.P-LS-2.","TURBINA 6 3/4""","1.6"
"P00003102","LL-S.I-LS-4.","TURBINA 6 3/4""","0.8"
"P00003287","MAPINGUARI - PAD","TURBINA 6 3/4""","0.8"
"P00003287","MAPINGUARI - PAD","TURBINA 9 1/2""","1"
"P00003294","PIRARUCU","TURBINA 4 3/4""","1"
"P00003294","PIRARUCU","TURBINA 6 3/4""","0.8"
"P00003294","PIRARUCU","TURBINA 9 1/2""","1"
"P00003394","RONDINGO","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00003394","RONDINGO","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00003394","RONDINGO","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00003394","RONDINGO","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00003394","RONDINGO","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00003394","RONDINGO","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00003394","RONDINGO","MWD 6 3/4"" - AT PD","1.2"
"P00003394","RONDINGO","MWD 8"" - AT GD","1.5"
"P00003394","RONDINGO","PWD 6 3/4"" - AT PD","1.2"
"P00003394","RONDINGO","PWD 8"" - AT GD","1.5"
"P00003394","RONDINGO","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00003394","RONDINGO","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00003394","RONDINGO","ROTARY STEERABLE 6 3/4"" - AT PD","1"
"P00003394","RONDINGO","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00003394","RONDINGO","SÔNICO 6 3/4"" - AT PD","0.8"
"P00003394","RONDINGO","SÔNICO 8"" - AT GD","1"
"P00003394","RONDINGO","TESTE DE PRESSÃO 6 3/4"" - AT PD","1"
"P00003421","OBA","TURBINA 6 3/4""","0.8"
"P00003421","OBA","TURBINA 9 1/2""","1"
"P00003510","UMBU","TURBINA 6 3/4""","0.8"
"P00003510","UMBU","TURBINA 9 1/2""","1"
"P00003633","S-TUP.P-LES-3.","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00003633","S-TUP.P-LES-3.","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00003633","S-TUP.P-LES-3.","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00003633","S-TUP.P-LES-3.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00003633","S-TUP.P-LES-3.","ESTABILIZADOR 26""","1.5"
"P00003633","S-TUP.P-LES-3.","HOLE OPENER 36""","0.5"
"P00003633","S-TUP.P-LES-3.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00003633","S-TUP.P-LES-3.","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00003633","S-TUP.P-LES-3.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00003633","S-TUP.P-LES-3.","MWD 6 3/4"" - AT PD","1.2"
"P00003633","S-TUP.P-LES-3.","MWD 8"" - AT GD","1.5"
"P00003633","S-TUP.P-LES-3.","PWD 6 3/4"" - AT PD","1.2"
"P00003633","S-TUP.P-LES-3.","PWD 8"" - AT GD","1.5"
"P00003633","S-TUP.P-LES-3.","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00003633","S-TUP.P-LES-3.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00003633","S-TUP.P-LES-3.","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00003633","S-TUP.P-LES-3.","RESSONÂNCIA MAGNÉTICA 8"" - AT GD","0.7"
"P00003633","S-TUP.P-LES-3.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00003633","S-TUP.P-LES-3.","SÔNICO 6 3/4"" - AT PD","0.8"
"P00003633","S-TUP.P-LES-3.","SÔNICO 8"" - AT GD","1"
"P00003633","S-TUP.P-LES-3.","TURBINA 6 3/4""","0.8"
"P00003633","S-TUP.P-LES-3.","TURBINA 9 1/2""","1"
"P00003676","BUZ-5.IG1.","TURBINA 9 1/2""","1"
"P00003677","BUZ-5.I1.","TURBINA 6 3/4""","0.8"
"P00003679","BUZ-5.P3.","TURBINA 9 1/2""","1"
"P00003691","MLS INJR3.","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00003691","MLS INJR3.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00003691","MLS INJR3.","ESTABILIZADOR 28""","1.5"
"P00003691","MLS INJR3.","HOLE OPENER 42""","0.5"
"P00003691","MLS INJR3.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00003691","MLS INJR3.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00003691","MLS INJR3.","MWD 8"" - AT GD","1.5"
"P00003691","MLS INJR3.","PWD 8"" - AT GD","1.5"
"P00003691","MLS INJR3.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00003691","MLS INJR3.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00003691","MLS INJR3.","SÔNICO 8"" - AT GD","1"
"P00003691","MLS INJR3.","TESTE DE PRESSÃO 8"" - AT GD","1"
"P00003705","LL-ES.P-LES-5.","TURBINA 6 3/4""","0.8"
"P00003705","LL-ES.P-LES-5.","TURBINA 9 1/2""","1"
"P00003708","S-TUP.I-LES-7.","TURBINA 9 1/2""","1"
"P00003735","TVD-TMT.TVD-P3.","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00003735","TVD-TMT.TVD-P3.","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00003735","TVD-TMT.TVD-P3.","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00003735","TVD-TMT.TVD-P3.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00003735","TVD-TMT.TVD-P3.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00003735","TVD-TMT.TVD-P3.","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00003735","TVD-TMT.TVD-P3.","MWD 6 3/4"" - AT PD","1.2"
"P00003735","TVD-TMT.TVD-P3.","MWD 8"" - AT GD","1.5"
"P00003735","TVD-TMT.TVD-P3.","PWD 6 3/4"" - AT PD","1.2"
"P00003735","TVD-TMT.TVD-P3.","PWD 8"" - AT GD","1.5"
"P00003735","TVD-TMT.TVD-P3.","RESISTIVIDADE AZIMUTAL 6 3/4"" - AT PD","1"
"P00003735","TVD-TMT.TVD-P3.","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00003735","TVD-TMT.TVD-P3.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00003735","TVD-TMT.TVD-P3.","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00003735","TVD-TMT.TVD-P3.","ROTARY STEERABLE 6 3/4"" - AT PD","1"
"P00003735","TVD-TMT.TVD-P3.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00003735","TVD-TMT.TVD-P3.","TESTE DE PRESSÃO 6 3/4"" - AT PD","1"
"P00003735","TVD-TMT.TVD-P3.","TESTE DE PRESSÃO 8"" - AT GD","1"
"P00003736","TVD-TMT.TVD-P5.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00003736","TVD-TMT.TVD-P5.","HOLE OPENER 42""","0.5"
"P00003736","TVD-TMT.TVD-P5.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00003736","TVD-TMT.TVD-P5.","MWD 8"" - AT GD","1.5"
"P00003736","TVD-TMT.TVD-P5.","PWD 8"" - AT GD","1.5"
"P00003736","TVD-TMT.TVD-P5.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00003742","8-MLS-229D-RJS","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00003742","8-MLS-229D-RJS","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00003742","8-MLS-229D-RJS","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00003742","8-MLS-229D-RJS","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00003742","8-MLS-229D-RJS","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00003742","8-MLS-229D-RJS","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
