"CODIGO_POCO","NOME_POCO","NOME_RECURSO","QUANTIDADE_RECURSO"
"P00006471","LB1NW.P4.","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00006471","LB1NW.P4.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00006471","LB1NW.P4.","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00006471","LB1NW.P4.","RESSONÂNCIA MAGNÉTICA 8"" - AT GD","0.7"
"P00006471","LB1NW.P4.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00006471","LB1NW.P4.","SÔNICO 4 3/4"" - AT SH","1"
"P00006471","LB1NW.P4.","SÔNICO 6 3/4"" - AT PD","0.8"
"P00006471","LB1NW.P4.","SÔNICO 8"" - AT GD","1"
"P00006471","LB1NW.P4.","TURBINA 4 3/4""","1"
"P00006471","LB1NW.P4.","TURBINA 6 3/4""","0.8"
"P00006471","LB1NW.P4.","TURBINA 9 1/2""","1"
"P00006517","BUZ-5.I4.","TURBINA 6 3/4""","0.8"
"P00006517","BUZ-5.I4.","TURBINA 9 1/2""","1"
"P00006556","RO.I1-12.","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00006556","RO.I1-12.","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00006556","RO.I1-12.","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00006556","RO.I1-12.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00006556","RO.I1-12.","ESTABILIZADOR 26""","1.5"
"P00006556","RO.I1-12.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00006556","RO.I1-12.","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00006556","RO.I1-12.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00006556","RO.I1-12.","MWD 6 3/4"" - AT PD","1.2"
"P00006556","RO.I1-12.","MWD 8"" - AT GD","1.5"
"P00006556","RO.I1-12.","PWD 6 3/4"" - AT PD","1.2"
"P00006556","RO.I1-12.","PWD 8"" - AT GD","1.5"
"P00006556","RO.I1-12.","RESISTIVIDADE AZIMUTAL 6 3/4"" - AT PD","1"
"P00006556","RO.I1-12.","RESISTIVIDADE AZIMUTAL PROFUNDA 6 3/4"" - AT PD","1"
"P00006556","RO.I1-12.","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00006556","RO.I1-12.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00006556","RO.I1-12.","ROTARY STEERABLE 6 3/4"" - AT PD","1"
"P00006556","RO.I1-12.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00006556","RO.I1-12.","SÔNICO 8"" - AT GD","1"
"P00006556","RO.I1-12.","TESTE DE PRESSÃO 6 3/4"" - AT PD","1"
"P00006556","RO.I1-12.","TESTE DE PRESSÃO 8"" - AT GD","1"
"P00006591","LB1NW.I7.","TURBINA 4 3/4""","1"
"P00006591","LB1NW.I7.","TURBINA 6 3/4""","0.8"
"P00006591","LB1NW.I7.","TURBINA 9 1/2""","1"
"P00006592","LB1NW.I8.","TURBINA 4 3/4""","1"
"P00006592","LB1NW.I8.","TURBINA 6 3/4""","0.8"
"P00006592","LB1NW.I8.","TURBINA 9 1/2""","1"
"P00006593","LB1NW.P5.","TURBINA 4 3/4""","1"
"P00006593","LB1NW.P5.","TURBINA 6 3/4""","0.8"
"P00006593","LB1NW.P5.","TURBINA 9 1/2""","1"
"P00006649","SRR-ADR7.","TURBINA 6 3/4""","0.8"
"P00006649","SRR-ADR7.","TURBINA 9 1/2""","1"
"P00006676","ATP-1.I11.","TURBINA 6 3/4""","0.8"
"P00006709","8-RO-165 - RO.I1-13.","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00006709","8-RO-165 - RO.I1-13.","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00006709","8-RO-165 - RO.I1-13.","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00006709","8-RO-165 - RO.I1-13.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00006709","8-RO-165 - RO.I1-13.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00006709","8-RO-165 - RO.I1-13.","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00006709","8-RO-165 - RO.I1-13.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00006709","8-RO-165 - RO.I1-13.","MWD 6 3/4"" - AT PD","1.2"
"P00006709","8-RO-165 - RO.I1-13.","MWD 8"" - AT GD","1.5"
"P00006709","8-RO-165 - RO.I1-13.","PWD 6 3/4"" - AT PD","1.2"
"P00006709","8-RO-165 - RO.I1-13.","PWD 8"" - AT GD","1.5"
"P00006709","8-RO-165 - RO.I1-13.","RESISTIVIDADE AZIMUTAL 6 3/4"" - AT PD","1"
"P00006709","8-RO-165 - RO.I1-13.","RESISTIVIDADE AZIMUTAL PROFUNDA 6 3/4"" - AT PD","1"
"P00006709","8-RO-165 - RO.I1-13.","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00006709","8-RO-165 - RO.I1-13.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00006709","8-RO-165 - RO.I1-13.","ROTARY STEERABLE 6 3/4"" - AT PD","1"
"P00006709","8-RO-165 - RO.I1-13.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00006709","8-RO-165 - RO.I1-13.","SÔNICO 8"" - AT GD","1"
"P00006709","8-RO-165 - RO.I1-13.","TESTE DE PRESSÃO 6 3/4"" - AT PD","1"
"P00006709","8-RO-165 - RO.I1-13.","TESTE DE PRESSÃO 8"" - AT GD","1"
"P00006781","ATP-1.P2.","TURBINA 6 3/4""","0.8"
"P00006781","ATP-1.P2.","TURBINA 9 1/2""","1"
"P00006783","SEP.I6.","TURBINA 6 3/4""","0.8"
"P00006829","SRR.I7.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00006829","SRR.I7.","ESTABILIZADOR 26""","1.5"
"P00006829","SRR.I7.","HOLE OPENER 42""","0.5"
"P00006829","SRR.I7.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00006829","SRR.I7.","MWD 8"" - AT GD","1.5"
"P00006829","SRR.I7.","PWD 8"" - AT GD","1.5"
"P00006829","SRR.I7.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00006829","SRR.I7.","TURBINA 6 3/4""","0.8"
"P00006837","BUZ-5.P1.","TURBINA 9 1/2""","1"
"P00006842","ITP-ADR2.","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00006842","ITP-ADR2.","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00006842","ITP-ADR2.","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00006842","ITP-ADR2.","ESTABILIZADOR 28""","1.5"
"P00006842","ITP-ADR2.","HOLE OPENER 42""","0.5"
"P00006842","ITP-ADR2.","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00006842","ITP-ADR2.","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00006842","ITP-ADR2.","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00006842","ITP-ADR2.","MWD 6 3/4"" - AT PD","1.2"
"P00006842","ITP-ADR2.","MWD 8"" - AT GD","1.5"
"P00006842","ITP-ADR2.","PWD 6 3/4"" - AT PD","1.2"
"P00006842","ITP-ADR2.","PWD 8"" - AT GD","1.5"
"P00006842","ITP-ADR2.","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00006842","ITP-ADR2.","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00006842","ITP-ADR2.","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00006842","ITP-ADR2.","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00006842","ITP-ADR2.","SÔNICO 6 3/4"" - AT PD","0.8"
"P00006842","ITP-ADR2.","SÔNICO 8"" - AT GD","1"
"P00006842","ITP-ADR2.","TURBINA 6 3/4""","0.8"
"P00006995","XOTE","TURBINA 6 3/4""","0.8"
"P00006995","XOTE","TURBINA 9 1/2""","1"
"P00007037","CACHORRO-QUENTE","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00007037","CACHORRO-QUENTE","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00007037","CACHORRO-QUENTE","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00007037","CACHORRO-QUENTE","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007037","CACHORRO-QUENTE","ESTABILIZADOR 26""","1.5"
"P00007037","CACHORRO-QUENTE","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00007037","CACHORRO-QUENTE","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00007037","CACHORRO-QUENTE","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00007037","CACHORRO-QUENTE","MWD 6 3/4"" - AT PD","1.2"
"P00007037","CACHORRO-QUENTE","MWD 8"" - AT GD","1.5"
"P00007037","CACHORRO-QUENTE","PWD 6 3/4"" - AT PD","1.2"
"P00007037","CACHORRO-QUENTE","PWD 8"" - AT GD","1.5"
"P00007037","CACHORRO-QUENTE","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00007037","CACHORRO-QUENTE","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007037","CACHORRO-QUENTE","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00007037","CACHORRO-QUENTE","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00007037","CACHORRO-QUENTE","SÔNICO 6 3/4"" - AT PD","0.8"
"P00007037","CACHORRO-QUENTE","TESTE DE PRESSÃO 6 3/4"" - AT PD","1"
"P00007037","CACHORRO-QUENTE","TESTE DE PRESSÃO 8"" - AT GD","1"
"P00007069","BUZ-4.I8.","TURBINA 6 3/4""","0.8"
"P00007074","BUZ-5.I7.","TURBINA 6 3/4""","0.8"
"P00007075","BUZ-5.P2.","TURBINA 9 1/2""","1"
"P00007269","PM.PM-L4A","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00007269","PM.PM-L4A","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00007269","PM.PM-L4A","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00007269","PM.PM-L4A","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007269","PM.PM-L4A","ESTABILIZADOR 26""","1.5"
"P00007269","PM.PM-L4A","HOLE OPENER 36""","0.5"
"P00007269","PM.PM-L4A","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00007269","PM.PM-L4A","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00007269","PM.PM-L4A","MWD 6 3/4"" - AT PD","1.2"
"P00007269","PM.PM-L4A","MWD 8"" - AT GD","1.5"
"P00007269","PM.PM-L4A","PWD 6 3/4"" - AT PD","1.2"
"P00007269","PM.PM-L4A","PWD 8"" - AT GD","1.5"
"P00007269","PM.PM-L4A","RESISTIVIDADE AZIMUTAL 6 3/4"" - AT PD","1"
"P00007269","PM.PM-L4A","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00007269","PM.PM-L4A","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007269","PM.PM-L4A","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00007269","PM.PM-L4A","ROTARY STEERABLE 6 3/4"" - AT PD","1"
"P00007269","PM.PM-L4A","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00007269","PM.PM-L4A","TESTE DE PRESSÃO 6 3/4"" - AT PD","1"
"P00007269","PM.PM-L4A","TESTE DE PRESSÃO 8"" - AT GD","1"
"P00007546","2P8 - ABL-ADR-AREAABL210 - (ADR_ABL-69) - DP","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007546","2P8 - ABL-ADR-AREAABL210 - (ADR_ABL-69) - DP","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00007546","2P8 - ABL-ADR-AREAABL210 - (ADR_ABL-69) - DP","MWD 8"" - AT GD","1.5"
"P00007546","2P8 - ABL-ADR-AREAABL210 - (ADR_ABL-69) - DP","PWD 8"" - AT GD","1.5"
"P00007546","2P8 - ABL-ADR-AREAABL210 - (ADR_ABL-69) - DP","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007546","2P8 - ABL-ADR-AREAABL210 - (ADR_ABL-69) - DP","SÔNICO 8"" - AT GD","1"
"P00007565","AB-ADR-A-FORNO","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007565","AB-ADR-A-FORNO","ESTABILIZADOR 28""","1.5"
"P00007565","AB-ADR-A-FORNO","HOLE OPENER 42""","0.5"
"P00007565","AB-ADR-A-FORNO","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00007565","AB-ADR-A-FORNO","MWD 8"" - AT GD","1.5"
"P00007565","AB-ADR-A-FORNO","PWD 8"" - AT GD","1.5"
"P00007565","AB-ADR-A-FORNO","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","MOTOR ALTO TORQUE 9 5/8"" - AT GD","0.8"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","MWD 6 3/4"" - AT PD","1.2"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","MWD 8"" - AT GD","1.5"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","PWD 6 3/4"" - AT PD","1.2"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","PWD 8"" - AT GD","1.5"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","RESISTIVIDADE AZIMUTAL 6 3/4"" - AT PD","1"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","RESISTIVIDADE AZIMUTAL PROFUNDA 6 3/4"" - AT PD","1"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","RESSONÂNCIA MAGNÉTICA 6 3/4"" - AT PD","0.7"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","ROTARY STEERABLE 6 3/4"" - AT PD","1"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","TESTE DE PRESSÃO 6 3/4"" - AT PD","1"
"P00007608","9-PPT-42DP-RJS / 7-PPT-50HP-RJS","TESTE DE PRESSÃO 8"" - AT GD","1"
"P00007655","SBBG.I10.","TURBINA 6 3/4""","0.8"
"P00007753","7-BUZ-24D-RJS","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00007753","7-BUZ-24D-RJS","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007753","7-BUZ-24D-RJS","MOTOR EXTRA TORQUE 9 5/8"" - AT GD","0.6"
"P00007753","7-BUZ-24D-RJS","MWD 8"" - AT GD","1.5"
"P00007753","7-BUZ-24D-RJS","PWD 8"" - AT GD","1.5"
"P00007753","7-BUZ-24D-RJS","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007753","7-BUZ-24D-RJS","RESSONÂNCIA MAGNÉTICA 8"" - AT GD","0.7"
"P00007753","7-BUZ-24D-RJS","ROTARY STEERABLE 9 1/2"" - AT GD","1"
"P00007753","7-BUZ-24D-RJS","SÔNICO 8"" - AT GD","1"
"P00007753","7-BUZ-24D-RJS","TURBINA 9 1/2""","1"
"P00007769","7-TVD-16DP-RJS","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00007769","7-TVD-16DP-RJS","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00007769","7-TVD-16DP-RJS","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00007769","7-TVD-16DP-RJS","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007769","7-TVD-16DP-RJS","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00007769","7-TVD-16DP-RJS","MWD 6 3/4"" - AT PD","1.2"
"P00007769","7-TVD-16DP-RJS","MWD 8"" - AT GD","1.5"
"P00007769","7-TVD-16DP-RJS","PWD 6 3/4"" - AT PD","1.2"
"P00007769","7-TVD-16DP-RJS","PWD 8"" - AT GD","1.5"
"P00007769","7-TVD-16DP-RJS","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00007769","7-TVD-16DP-RJS","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007774","SUBSTMLL56 (MLL-DC-SUBST-MLL56)","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007774","SUBSTMLL56 (MLL-DC-SUBST-MLL56)","ESTABILIZADOR 26""","1.5"
"P00007774","SUBSTMLL56 (MLL-DC-SUBST-MLL56)","HOLE OPENER 36""","0.5"
"P00007774","SUBSTMLL56 (MLL-DC-SUBST-MLL56)","MWD 8"" - AT GD","1.5"
"P00007774","SUBSTMLL56 (MLL-DC-SUBST-MLL56)","PWD 8"" - AT GD","1.5"
"P00007774","SUBSTMLL56 (MLL-DC-SUBST-MLL56)","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007790","9-BR-82D-RJS","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00007790","9-BR-82D-RJS","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00007790","9-BR-82D-RJS","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00007790","9-BR-82D-RJS","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007790","9-BR-82D-RJS","ESTABILIZADOR 26""","1.5"
"P00007790","9-BR-82D-RJS","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00007790","9-BR-82D-RJS","MWD 6 3/4"" - AT PD","1.2"
"P00007790","9-BR-82D-RJS","MWD 8"" - AT GD","1.5"
"P00007790","9-BR-82D-RJS","PWD 6 3/4"" - AT PD","1.2"
"P00007790","9-BR-82D-RJS","PWD 8"" - AT GD","1.5"
"P00007790","9-BR-82D-RJS","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00007790","9-BR-82D-RJS","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
"P00007793","7-SRR-2-RJS","DENSIDADE E NEUTRONS 6 3/4"" - AT PD","1"
"P00007793","7-SRR-2-RJS","DENSIDADE E NEUTRONS 8"" - AT GD","0.8"
"P00007793","7-SRR-2-RJS","DRILLING JAR 6 1/2"" OU 6 3/4""","1"
"P00007793","7-SRR-2-RJS","DRILLING JAR 8"" OU 8 1/4""","1.5"
"P00007793","7-SRR-2-RJS","ESTABILIZADOR 26""","1.5"
"P00007793","7-SRR-2-RJS","HOLE OPENER 42""","0.5"
"P00007793","7-SRR-2-RJS","MOTOR EXTRA TORQUE 6 3/4"" - AT PD","0.4"
"P00007793","7-SRR-2-RJS","MWD 6 3/4"" - AT PD","1.2"
"P00007793","7-SRR-2-RJS","MWD 8"" - AT GD","1.5"
"P00007793","7-SRR-2-RJS","PWD 6 3/4"" - AT PD","1.2"
"P00007793","7-SRR-2-RJS","PWD 8"" - AT GD","1.5"
"P00007793","7-SRR-2-RJS","RESISTIVIDADE E GAMMA RAY 6 3/4"" - AT PD","1.2"
"P00007793","7-SRR-2-RJS","RESISTIVIDADE E GAMMA RAY 8"" - AT GD","1.5"
